Prov.State,Country,Lat,Long,Date,Confirmed,Deaths,Recovered,Vaccinated
,Qatar,25.3548,51.1839,12/17/2020 8:00,141557,242,139243,0
,Qatar,25.3548,51.1839,12/18/2020 8:00,141716,242,139384,0
,Qatar,25.3548,51.1839,12/19/2020 8:00,141858,243,139521,0
,Qatar,25.3548,51.1839,12/20/2020 8:00,142001,243,139724,0
,Qatar,25.3548,51.1839,12/21/2020 8:00,142159,243,139927,0
,Qatar,25.3548,51.1839,12/22/2020 8:00,142308,243,140129,0
,Qatar,25.3548,51.1839,12/23/2020 8:00,142448,243,140264,0
,Qatar,25.3548,51.1839,12/24/2020 8:00,142605,243,140404,0
,Qatar,25.3548,51.1839,12/25/2020 8:00,142734,244,140542,0
,Qatar,25.3548,51.1839,12/26/2020 8:00,142903,244,140687,0
,Qatar,25.3548,51.1839,12/27/2020 8:00,143062,244,140866,0
,Qatar,25.3548,51.1839,12/28/2020 8:00,143222,244,141015,0
,Qatar,25.3548,51.1839,12/29/2020 8:00,143428,245,141147,0
,Qatar,25.3548,51.1839,12/30/2020 8:00,143621,245,141300,0
,Qatar,25.3548,51.1839,12/31/2020 8:00,143834,245,141422,0
,Qatar,25.3548,51.1839,1/1/2021 8:00,144042,245,141556,0
,Qatar,25.3548,51.1839,1/2/2021 8:00,144240,245,141680,0
,Qatar,25.3548,51.1839,1/3/2021 8:00,144437,245,141808,0
,Qatar,25.3548,51.1839,1/4/2021 8:00,144644,245,141925,0
,Qatar,25.3548,51.1839,1/5/2021 8:00,144852,245,142056,0
,Qatar,25.3548,51.1839,1/6/2021 8:00,145061,245,142182,0
,Qatar,25.3548,51.1839,1/7/2021 8:00,145271,245,142314,0
,Qatar,25.3548,51.1839,1/8/2021 8:00,145466,246,142453,0
,Qatar,25.3548,51.1839,1/9/2021 8:00,145672,246,142572,0
,Qatar,25.3548,51.1839,1/10/2021 8:00,145865,246,142695,0
,Qatar,25.3548,51.1839,1/11/2021 8:00,146068,246,142827,0
,Qatar,25.3548,51.1839,1/12/2021 8:00,146279,246,142938,0
,Qatar,25.3548,51.1839,1/13/2021 8:00,146480,246,143094,0
,Qatar,25.3548,51.1839,1/14/2021 8:00,146689,246,143261,0
,Qatar,25.3548,51.1839,1/15/2021 8:00,146885,246,143435,0
,Qatar,25.3548,51.1839,1/16/2021 8:00,147089,246,143612,0
,Qatar,25.3548,51.1839,1/17/2021 8:00,147277,246,143858,0
,Qatar,25.3548,51.1839,1/18/2021 8:00,147504,248,144015,0
,Qatar,25.3548,51.1839,1/19/2021 8:00,147729,248,144218,0
,Qatar,25.3548,51.1839,1/20/2021 8:00,148000,248,144350,0
,Qatar,25.3548,51.1839,1/21/2021 8:00,148258,248,144478,0
,Qatar,25.3548,51.1839,1/22/2021 8:00,148521,248,144619,0
,Qatar,25.3548,51.1839,1/23/2021 8:00,148772,248,144740,0
,Qatar,25.3548,51.1839,1/24/2021 8:00,149019,248,144858,0
,Qatar,25.3548,51.1839,1/25/2021 8:00,149296,248,144981,0
,Qatar,25.3548,51.1839,1/26/2021 8:00,149595,248,145124,0
,Qatar,25.3548,51.1839,1/27/2021 8:00,149933,248,145251,0
,Qatar,25.3548,51.1839,1/28/2021 8:00,150280,248,145414,0
,Qatar,25.3548,51.1839,1/29/2021 8:00,150621,248,145556,0
,Qatar,25.3548,51.1839,1/30/2021 8:00,150984,248,145668,0
,Qatar,25.3548,51.1839,1/31/2021 8:00,151335,248,145806,0
,Qatar,25.3548,51.1839,2/1/2021 8:00,151720,249,145953,0
